timestamp,Temperature
2023-03-01 07:38:23,22.29
2023-03-01 07:38:25,22.23
2023-03-01 07:38:27,22.30
2023-03-01 07:38:29,22.20
2023-03-01 07:38:31,22.24
2023-03-01 07:38:34,22.31
2023-03-01 07:38:36,22.23
2023-03-01 07:38:43,22.30
2023-03-01 07:38:45,22.25
2023-03-01 07:38:52,22.29
2023-03-01 07:38:54,22.21
2023-03-01 07:38:56,22.33
2023-03-01 07:39:03,22.33
2023-03-01 07:39:06,22.25
2023-03-01 07:39:13,22.30
2023-03-01 07:39:15,22.23
2023-03-01 07:39:17,22.23
2023-03-01 07:39:19,22.24
2023-03-01 07:39:21,22.24
2023-03-01 07:39:24,22.30
2023-03-01 07:39:26,22.29
2023-03-01 07:39:33,22.27
2023-03-01 07:39:35,22.33
2023-03-01 07:39:37,22.23
2023-03-01 07:39:39,22.27
2023-03-01 07:39:46,22.25
2023-03-01 07:39:54,22.31
2023-03-01 07:39:56,22.25
2023-03-01 07:39:58,22.33
2023-03-01 07:40:00,22.19
2023-03-01 07:40:07,22.21
2023-03-01 07:40:09,22.30
2023-03-01 07:40:11,22.31
2023-03-01 07:40:19,22.24
2023-03-01 07:40:21,22.31
2023-03-01 07:40:28,22.34
2023-03-01 07:40:30,22.25
2023-03-01 07:40:32,22.25
2023-03-01 07:40:39,22.24
2023-03-01 07:40:41,22.19
2023-03-01 07:40:44,22.24
2023-03-01 07:40:46,22.23
2023-03-01 07:40:53,22.27
2023-03-01 07:41:00,22.23
2023-03-01 07:41:02,22.30
2023-03-01 07:41:04,22.31
2023-03-01 07:41:12,22.29
2023-03-01 07:41:14,22.24
2023-03-01 07:41:21,22.31
2023-03-01 07:41:23,22.20
2023-03-01 07:41:30,22.33
2023-03-01 07:41:37,22.30
2023-03-01 07:41:44,22.25
2023-03-01 07:41:51,22.30
2023-03-01 07:41:59,22.27
2023-03-01 07:42:01,22.33
2023-03-01 07:42:03,22.31
2023-03-01 07:42:10,22.27
2023-03-01 07:42:12,22.33
2023-03-01 07:42:14,22.33
2023-03-01 07:42:21,22.27
2023-03-01 07:42:24,22.37
2023-03-01 07:42:26,22.25
2023-03-01 07:42:28,22.34
2023-03-01 07:42:30,22.33
2023-03-01 07:42:32,22.31
2023-03-01 07:42:34,22.33
2023-03-01 07:42:41,22.31
2023-03-01 07:42:49,22.30
2023-03-01 07:42:56,22.34
2023-03-01 07:42:58,22.29
2023-03-01 07:43:00,22.21
2023-03-01 07:43:07,22.29
2023-03-01 07:43:09,22.27
2023-03-01 07:43:11,22.29
2023-03-01 07:43:14,22.27
2023-03-01 07:43:21,22.31
2023-03-01 07:43:23,22.34
2023-03-01 07:43:25,22.20
2023-03-01 07:43:27,22.37
2023-03-01 07:43:29,22.36
2023-03-01 07:43:31,22.24
2023-03-01 07:43:34,22.31
2023-03-01 07:43:36,22.33
2023-03-01 07:43:38,22.33
2023-03-01 07:43:40,22.31
2023-03-01 07:43:47,22.29
2023-03-01 07:43:49,22.29
2023-03-01 07:43:51,22.36
2023-03-01 07:43:54,22.31
2023-03-01 07:43:56,22.34
2023-03-01 07:43:58,22.29
2023-03-01 07:44:00,22.25
2023-03-01 07:44:02,22.29
2023-03-01 07:44:09,22.25
2023-03-01 07:44:16,22.33
2023-03-01 07:44:19,22.36
2023-03-01 07:44:21,22.29
2023-03-01 07:44:23,22.29
2023-03-01 07:44:25,22.37
2023-03-01 07:44:27,22.37
2023-03-01 07:44:29,22.24
2023-03-01 07:44:32,22.21
2023-03-01 07:44:34,22.27
2023-03-01 07:44:36,22.27
2023-03-01 07:44:43,22.30
2023-03-01 07:44:50,22.37
2023-03-01 07:44:52,22.33
2023-03-01 07:44:54,22.37
2023-03-01 07:44:57,22.41
2023-03-01 07:44:59,22.34
2023-03-01 07:45:01,22.29
2023-03-01 07:45:03,22.36
2023-03-01 07:45:05,22.31
2023-03-01 07:45:07,22.37
2023-03-01 07:45:14,22.31
2023-03-01 07:45:17,22.34
2023-03-01 07:45:19,22.37
2023-03-01 07:45:21,22.30
2023-03-01 07:45:23,22.38
2023-03-01 07:45:25,22.37
2023-03-01 07:45:27,22.36
2023-03-01 07:45:29,22.29
2023-03-01 07:45:37,22.21
2023-03-01 07:45:39,22.25
2023-03-01 07:45:46,22.46
2023-03-01 07:45:48,22.36
2023-03-01 07:45:52,22.34
2023-03-01 07:45:53,22.37
2023-03-01 07:45:55,22.27
2023-03-01 07:45:57,22.29
2023-03-01 07:46:04,22.38
2023-03-01 07:46:11,22.38
2023-03-01 07:46:18,22.31
2023-03-01 07:46:20,22.31
2023-03-01 07:46:22,22.43
2023-03-01 07:46:30,22.33
2023-03-01 07:46:37,22.36
2023-03-01 07:46:39,22.31
2023-03-01 07:46:41,22.25
2023-03-01 07:46:43,22.33
2023-03-01 07:46:45,22.33
2023-03-01 07:46:52,22.40
2023-03-01 07:46:55,22.34
2023-03-01 07:46:57,22.33
2023-03-01 07:47:00,22.30
2023-03-01 07:47:01,22.41
2023-03-01 07:47:08,22.34
2023-03-01 07:47:10,22.40
2023-03-01 07:47:12,22.38
2023-03-01 07:47:15,22.37
2023-03-01 07:47:17,22.36
2023-03-01 07:47:19,22.31
2023-03-01 07:47:21,22.31
2023-03-01 07:47:23,22.38
2023-03-01 07:47:25,22.38
2023-03-01 07:47:27,22.38
2023-03-01 07:47:30,22.36
2023-03-01 07:47:32,22.40
2023-03-01 07:47:34,22.30
2023-03-01 07:47:41,22.34
2023-03-01 07:47:43,22.33
2023-03-01 07:47:45,22.30
2023-03-01 07:47:52,22.30
2023-03-01 07:48:00,22.33
2023-03-01 07:48:02,22.30
2023-03-01 07:48:09,22.37
2023-03-01 07:48:16,22.34
2023-03-01 07:48:23,22.40
2023-03-01 07:48:25,22.36
2023-03-01 07:48:28,22.36
2023-03-01 07:48:30,22.38
2023-03-01 07:48:32,22.43
2023-03-01 07:48:39,22.31
2023-03-01 07:48:41,22.31
2023-03-01 07:48:43,22.38
2023-03-01 07:48:45,22.37
2023-03-01 07:48:48,22.38
2023-03-01 07:48:55,22.37
2023-03-01 07:48:57,22.29
2023-03-01 07:49:04,22.36
2023-03-01 07:49:06,22.34
2023-03-01 07:49:08,22.37
2023-03-01 07:49:10,22.29
2023-03-01 07:49:13,22.40
2023-03-01 07:49:15,22.40
2023-03-01 07:49:17,22.31
2023-03-01 07:49:19,22.29
2023-03-01 07:49:21,22.33
2023-03-01 07:49:28,22.33
2023-03-01 07:49:35,22.34
2023-03-01 07:49:38,22.36
2023-03-01 07:49:40,22.31
2023-03-01 07:49:42,22.43
2023-03-01 07:49:44,22.27
2023-03-01 07:49:46,22.34
2023-03-01 07:49:48,22.34
2023-03-01 07:49:56,22.40
2023-03-01 07:49:58,22.33
2023-03-01 07:50:05,22.41
2023-03-01 07:50:07,22.37
2023-03-01 07:50:09,22.33
2023-03-01 07:50:16,22.37
2023-03-01 07:50:18,22.38
2023-03-01 07:50:21,22.38
2023-03-01 07:50:23,22.33
2023-03-01 07:50:25,22.38
2023-03-01 07:50:27,22.38
2023-03-01 07:50:29,22.44
2023-03-01 07:50:36,22.34
2023-03-01 07:50:38,22.41
2023-03-01 07:50:41,22.43
2023-03-01 07:50:48,22.47
2023-03-01 07:50:50,22.37
2023-03-01 07:50:52,22.38
2023-03-01 07:50:54,22.37
2023-03-01 07:50:56,22.36
2023-03-01 07:50:58,22.43
2023-03-01 07:51:01,22.40
2023-03-01 07:51:08,22.43
2023-03-01 07:51:15,22.43
2023-03-01 07:51:17,22.38
2023-03-01 07:51:19,22.33
2023-03-01 07:51:22,22.44
2023-03-01 07:51:23,22.48
2023-03-01 07:51:26,22.33
2023-03-01 07:51:28,22.33
2023-03-01 07:51:30,22.44
2023-03-01 07:51:32,22.47
2023-03-01 07:51:34,22.40
2023-03-01 07:51:36,22.38
2023-03-01 07:51:38,22.38
2023-03-01 07:51:41,22.36
2023-03-01 07:51:43,22.37
2023-03-01 07:51:45,22.40
2023-03-01 07:51:47,22.37
2023-03-01 07:51:49,22.40
2023-03-01 07:51:51,22.46
2023-03-01 07:51:54,22.43
2023-03-01 07:51:56,22.43
2023-03-01 07:51:58,22.40
2023-03-01 07:52:00,22.34
2023-03-01 07:52:07,22.50
2023-03-01 07:52:09,22.43
2023-03-01 07:52:16,22.43
2023-03-01 07:52:23,22.44
2023-03-01 07:52:31,22.38
2023-03-01 07:52:33,22.38
2023-03-01 07:52:40,22.43
2023-03-01 07:52:47,22.40
2023-03-01 07:52:49,22.48
2023-03-01 07:52:51,22.36
2023-03-01 07:52:53,22.50
2023-03-01 07:52:56,22.36
2023-03-01 07:52:58,22.38
2023-03-01 07:53:00,22.44
2023-03-01 07:53:02,22.43
2023-03-01 07:53:04,22.51
2023-03-01 07:53:06,22.41
2023-03-01 07:53:14,22.41
2023-03-01 07:53:16,22.31
2023-03-01 07:53:23,22.46
2023-03-01 07:53:25,22.34
2023-03-01 07:53:27,22.44
2023-03-01 07:53:29,22.46
2023-03-01 07:53:31,22.46
2023-03-01 07:53:34,22.44
2023-03-01 07:53:36,22.48
2023-03-01 07:53:39,22.48
2023-03-01 07:53:40,22.41
2023-03-01 07:53:42,22.40
2023-03-01 07:53:44,22.51
2023-03-01 07:53:46,22.48
2023-03-01 07:53:49,22.38
2023-03-01 07:53:51,22.47
2023-03-01 07:53:53,22.40
2023-03-01 07:53:55,22.44
2023-03-01 07:53:57,22.44
2023-03-01 07:53:59,22.44
2023-03-01 07:54:01,22.41
2023-03-01 07:54:04,22.44
2023-03-01 07:54:06,22.38
2023-03-01 07:54:08,22.48
2023-03-01 07:54:10,22.41
2023-03-01 07:54:12,22.37
2023-03-01 07:54:14,22.41
2023-03-01 07:54:16,22.47
2023-03-01 07:54:19,22.41
2023-03-01 07:54:21,22.46
2023-03-01 07:54:23,22.43
2023-03-01 07:54:25,22.44
2023-03-01 07:54:27,22.50
2023-03-01 07:54:29,22.48
2023-03-01 07:54:32,22.41
2023-03-01 07:54:34,22.47
2023-03-01 07:54:36,22.46
2023-03-01 07:54:38,22.43
2023-03-01 07:54:40,22.44
2023-03-01 07:54:42,22.44
2023-03-01 07:54:44,22.43
2023-03-01 07:54:47,22.43
2023-03-01 07:54:49,22.40
2023-03-01 07:54:51,22.46
2023-03-01 07:54:53,22.40
2023-03-01 07:54:55,22.37
2023-03-01 07:54:57,22.40
2023-03-01 07:54:59,22.43
2023-03-01 07:55:02,22.44
2023-03-01 07:55:04,22.33
2023-03-01 07:55:06,22.51
2023-03-01 07:55:08,22.36
2023-03-01 07:55:10,22.36
2023-03-01 07:55:12,22.50
2023-03-01 07:55:14,22.37
2023-03-01 07:55:17,22.40
2023-03-01 07:55:19,22.50
2023-03-01 07:55:21,22.43
2023-03-01 07:55:23,22.36
2023-03-01 07:55:25,22.40
2023-03-01 07:55:27,22.46
2023-03-01 07:55:29,22.38
2023-03-01 07:55:32,22.44
2023-03-01 07:55:34,22.43
2023-03-01 07:55:36,22.44
2023-03-01 07:55:38,22.50
2023-03-01 07:55:40,22.41
2023-03-01 07:55:43,22.50
2023-03-01 07:55:45,22.38
2023-03-01 07:55:47,22.30
2023-03-01 07:55:49,22.37
2023-03-01 07:55:51,22.44
2023-03-01 07:55:53,22.34
2023-03-01 07:55:55,22.37
2023-03-01 07:55:57,22.46
2023-03-01 07:56:00,22.40
2023-03-01 07:56:02,22.44
2023-03-01 07:56:04,22.48
2023-03-01 07:56:06,22.44
2023-03-01 07:56:08,22.46
2023-03-01 07:56:10,22.46
2023-03-01 07:56:12,22.44
2023-03-01 07:56:15,22.40
2023-03-01 07:56:17,22.40
2023-03-01 07:56:19,22.40
2023-03-01 07:56:21,22.50
2023-03-01 07:56:23,22.44
2023-03-01 07:56:25,22.43
2023-03-01 07:56:27,22.44
2023-03-01 07:56:30,22.43
2023-03-01 07:56:32,22.36
2023-03-01 07:56:34,22.47
2023-03-01 07:56:36,22.44
2023-03-01 07:56:38,22.40
2023-03-01 07:56:40,22.58
2023-03-01 07:56:43,22.44
2023-03-01 07:56:45,22.48
2023-03-01 07:56:47,22.43
2023-03-01 07:56:49,22.46
2023-03-01 07:56:51,22.41
2023-03-01 07:56:53,22.46
2023-03-01 07:56:55,22.40
2023-03-01 07:56:58,22.38
2023-03-01 07:57:00,22.40
2023-03-01 07:57:02,22.38
2023-03-01 07:57:04,22.44
2023-03-01 07:57:06,22.41
2023-03-01 07:57:08,22.37
2023-03-01 07:57:11,22.50
2023-03-01 07:57:13,22.41
2023-03-01 07:57:15,22.40
2023-03-01 07:57:17,22.41
2023-03-01 07:57:19,22.37
2023-03-01 07:57:21,22.38
2023-03-01 07:57:23,22.43
2023-03-01 07:57:26,22.36
2023-03-01 07:57:28,22.41
2023-03-01 07:57:30,22.41
2023-03-01 07:57:32,22.36
2023-03-01 07:57:34,22.38
2023-03-01 07:57:36,22.44
2023-03-01 07:57:38,22.43
2023-03-01 07:57:41,22.41
2023-03-01 07:57:43,22.40
2023-03-01 07:57:45,22.44
2023-03-01 07:57:47,22.41
2023-03-01 07:57:49,22.46
2023-03-01 07:57:51,22.41
2023-03-01 07:57:53,22.33
2023-03-01 07:57:56,22.44
2023-03-01 07:57:58,22.44
2023-03-01 07:58:00,22.33
2023-03-01 07:58:02,22.46
2023-03-01 07:58:04,22.40
2023-03-01 07:58:06,22.37
2023-03-01 07:58:08,22.38
2023-03-01 07:58:11,22.47
2023-03-01 07:58:13,22.38
2023-03-01 07:58:15,22.38
2023-03-01 07:58:17,22.38
2023-03-01 07:58:19,22.34
2023-03-01 07:58:21,22.30
2023-03-01 07:58:23,22.43
2023-03-01 07:58:26,22.41
2023-03-01 07:58:28,22.27
2023-03-01 07:58:30,22.38
2023-03-01 07:58:32,22.30
2023-03-01 07:58:34,22.30
2023-03-01 07:58:36,22.44
2023-03-01 07:58:39,22.40
2023-03-01 07:58:41,22.46
2023-03-01 07:58:48,22.30
2023-03-01 07:58:50,22.40
2023-03-01 07:58:52,22.34
2023-03-01 07:58:54,22.34
2023-03-01 07:58:56,22.46
2023-03-01 07:58:59,22.46
2023-03-01 07:59:01,22.40
2023-03-01 07:59:03,22.44
2023-03-01 07:59:05,22.37
2023-03-01 07:59:07,22.36
2023-03-01 07:59:09,22.37
2023-03-01 07:59:11,22.43
2023-03-01 07:59:14,22.36
2023-03-01 07:59:16,22.38
2023-03-01 07:59:18,22.48
2023-03-01 07:59:20,22.41
2023-03-01 07:59:22,22.40
2023-03-01 07:59:24,22.47
2023-03-01 07:59:26,22.43
2023-03-01 07:59:29,22.44
2023-03-01 07:59:31,22.40
2023-03-01 07:59:33,22.40
2023-03-01 07:59:35,22.44
2023-03-01 07:59:37,22.50
2023-03-01 07:59:39,22.37
2023-03-01 07:59:41,22.41
2023-03-01 07:59:44,22.31
2023-03-01 07:59:46,22.37
2023-03-01 07:59:48,22.46
2023-03-01 07:59:50,22.37
2023-03-01 07:59:52,22.44
2023-03-01 07:59:54,22.36
2023-03-01 07:59:57,22.36
2023-03-01 07:59:59,22.34
2023-03-01 08:00:01,22.51
2023-03-01 08:00:03,22.43
2023-03-01 08:00:05,22.40
2023-03-01 08:00:07,22.29
2023-03-01 08:00:09,22.43
2023-03-01 08:00:12,22.37
2023-03-01 08:00:14,22.40
2023-03-01 08:00:16,22.44
2023-03-01 08:00:18,22.33
2023-03-01 08:00:20,22.50
2023-03-01 08:00:22,22.38
2023-03-01 08:00:24,22.47
2023-03-01 08:00:28,22.50
2023-03-01 08:00:29,22.41
2023-03-01 08:00:31,22.41
2023-03-01 08:00:33,22.40
2023-03-01 08:00:35,22.48
2023-03-01 08:00:37,22.40
2023-03-01 08:00:40,22.41
2023-03-01 08:00:42,22.44
2023-03-01 08:00:44,22.41
2023-03-01 08:00:46,22.43
2023-03-01 08:00:48,22.41
2023-03-01 08:00:50,22.38
2023-03-01 08:00:52,22.25
2023-03-01 08:00:55,22.44
2023-03-01 08:00:57,22.43
2023-03-01 08:00:59,22.40
2023-03-01 08:01:01,22.48
2023-03-01 08:01:03,22.44
2023-03-01 08:01:05,22.37
2023-03-01 08:01:07,22.50
2023-03-01 08:01:10,22.40
2023-03-01 08:01:12,22.37
2023-03-01 08:01:14,22.40
2023-03-01 08:01:16,22.37
2023-03-01 08:01:18,22.46
2023-03-01 08:01:20,22.38
2023-03-01 08:01:23,22.34
2023-03-01 08:01:25,22.38
2023-03-01 08:01:27,22.47
2023-03-01 08:01:29,22.40
2023-03-01 08:01:31,22.48
2023-03-01 08:01:34,22.43
2023-03-01 08:01:36,22.41
2023-03-01 08:01:37,22.44
2023-03-01 08:01:40,22.43
2023-03-01 08:01:42,22.46
2023-03-01 08:01:44,22.50
2023-03-01 08:01:46,22.47
2023-03-01 08:01:48,22.52
2023-03-01 08:01:50,22.41
2023-03-01 08:01:53,22.46
2023-03-01 08:01:55,22.40
2023-03-01 08:01:57,22.40
2023-03-01 08:01:59,22.52
2023-03-01 08:02:01,22.37
2023-03-01 08:02:03,22.43
2023-03-01 08:02:05,22.44
2023-03-01 08:02:08,22.47
2023-03-01 08:02:10,22.41
2023-03-01 08:02:12,22.50
2023-03-01 08:02:14,22.38
2023-03-01 08:02:16,22.43
2023-03-01 08:02:18,22.47
2023-03-01 08:02:20,22.40
2023-03-01 08:02:23,22.37
2023-03-01 08:02:25,22.46
2023-03-01 08:02:27,22.50
2023-03-01 08:02:29,22.44
2023-03-01 08:02:31,22.40
2023-03-01 08:02:33,22.40
2023-03-01 08:02:36,22.38
2023-03-01 08:02:38,22.47
2023-03-01 08:02:40,22.41
2023-03-01 08:02:42,22.41
2023-03-01 08:02:44,22.43
2023-03-01 08:02:46,22.47
2023-03-01 08:02:48,22.47
2023-03-01 08:02:51,22.43
2023-03-01 08:02:53,22.46
2023-03-01 08:02:55,22.38
2023-03-01 08:02:57,22.44
2023-03-01 08:02:59,22.36
2023-03-01 08:03:01,22.41
2023-03-01 08:03:03,22.52
2023-03-01 08:03:06,22.41
2023-03-01 08:03:08,22.44
2023-03-01 08:03:10,22.41
2023-03-01 08:03:12,22.40
2023-03-01 08:03:14,22.40
2023-03-01 08:03:16,22.44
2023-03-01 08:03:19,22.50
2023-03-01 08:03:21,22.50
2023-03-01 08:03:23,22.43
2023-03-01 08:03:25,22.50
2023-03-01 08:03:27,22.44
2023-03-01 08:03:29,22.40
2023-03-01 08:03:31,22.44
2023-03-01 08:03:34,22.47
2023-03-01 08:03:36,22.50
2023-03-01 08:03:38,22.44
2023-03-01 08:03:40,22.41
2023-03-01 08:03:42,22.38
2023-03-01 08:03:44,22.41
2023-03-01 08:03:46,22.41
2023-03-01 08:03:49,22.40
2023-03-01 08:03:51,22.47
2023-03-01 08:03:53,22.38
2023-03-01 08:03:55,22.36
2023-03-01 08:03:57,22.50
2023-03-01 08:03:59,22.50
2023-03-01 08:04:01,22.46
2023-03-01 08:04:04,22.43
2023-03-01 08:04:06,22.36
2023-03-01 08:04:08,22.43
2023-03-01 08:04:10,22.44
2023-03-01 08:04:12,22.37
2023-03-01 08:04:14,22.46
2023-03-01 08:04:16,22.41
2023-03-01 08:04:19,22.46
2023-03-01 08:04:21,22.43
2023-03-01 08:04:23,22.40
2023-03-01 08:04:25,22.36
2023-03-01 08:04:27,22.36
2023-03-01 08:04:29,22.43
2023-03-01 08:04:32,22.43
2023-03-01 08:04:34,22.44
2023-03-01 08:04:36,22.51
2023-03-01 08:04:38,22.50
2023-03-01 08:04:40,22.43
2023-03-01 08:04:42,22.44
2023-03-01 08:04:44,22.40
2023-03-01 08:04:47,22.41
2023-03-01 08:04:49,22.48
2023-03-01 08:04:51,22.50
2023-03-01 08:04:53,22.37
2023-03-01 08:04:55,22.41
2023-03-01 08:04:57,22.37
2023-03-01 08:04:59,22.50
2023-03-01 08:05:02,22.43
2023-03-01 08:05:04,22.44
2023-03-01 08:05:06,22.38
2023-03-01 08:05:08,22.37
2023-03-01 08:05:10,22.47
2023-03-01 08:05:12,22.33
2023-03-01 08:05:14,22.48
2023-03-01 08:05:17,22.43
2023-03-01 08:05:19,22.44
2023-03-01 08:05:21,22.30
2023-03-01 08:05:23,22.46
2023-03-01 08:05:25,22.37
2023-03-01 08:05:27,22.41
2023-03-01 08:05:29,22.51
2023-03-01 08:05:32,22.44
2023-03-01 08:05:34,22.37
